
# processes = 1 
# repetitions = 20 
# resolution = 100 
# iterations = 100 

summed time [s], mean time per processor [s], maximum time per processor [s] 
0.008607,  0.008607, 0.008607
0.008477,  0.008477, 0.008477
0.014080,  0.014080, 0.014080
0.012778,  0.012778, 0.012778
0.015018,  0.015018, 0.015018
0.015612,  0.015612, 0.015612
0.013927,  0.013927, 0.013927
0.008857,  0.008857, 0.008857
0.010321,  0.010321, 0.010321
0.008491,  0.008491, 0.008491
0.009491,  0.009491, 0.009491
0.010501,  0.010501, 0.010501
0.008638,  0.008638, 0.008638
0.010663,  0.010663, 0.010663
0.009592,  0.009592, 0.009592
0.008608,  0.008608, 0.008608
0.008178,  0.008178, 0.008178
0.008272,  0.008272, 0.008272
0.008577,  0.008577, 0.008577
0.008520,  0.008520, 0.008520
